Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
MSI,297465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 7,Small,Mid-end,4.5,512
Acer,440965.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
Lenovo,290465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
Acer,326427.5,Intel,No,8,4,LED,Intel,0,Intel I7,Small,Entry-level,2.0,512
Lenovo,218715.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Acer,87465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
HP,150465.0,Intel,No,8,4,LED,AMD,1024,Intel I5,Small,Low-end,2.5,0
Dell,146930.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,256
Lenovo,214900.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
Acer,215246.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
Acer,175976.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
ASUS,104930.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Lenovo,153965.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
HP,177765.0,Intel,No,8,4,LED,AMD,1024,Intel I5,Small,Low-end,2.5,0
Lenovo,138428.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Dell,140665.0,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,256
HP,170201.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
MSI,217665.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,1024
Dell,132863.5,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
HP,281400.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,4.0,512
Lenovo,157465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Other,181965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Apple,622965.0,Intel,Yes,16,LP4,LED,Intel,0,Intel I5,Small,Low-end,2.0,1024
Lenovo,192465.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,1.0,512
MSI,145250.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,512
Acer,192465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Lenovo,211547.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,128
Lenovo,174965.0,Intel,Yes,4,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
Acer,315850.5,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,512
Lenovo,80146.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
MSI,197715.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
ASUS,160965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Acer,106228.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,256
Dell,173803.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
Dell,93026.5,AMD,Yes,4,4,LED,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
Lenovo,83965.0,AMD,Yes,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
ASUS,64368.5,AMD,No,4,3,LED,Intel,1024,AMD Other,Small,Entry-level,1.5,0
HP,150465.0,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
Acer,143465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
ASUS,244965.0,Intel,No,8,LP4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,106228.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,256
HP,220465.0,AMD,No,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Entry-level,2.5,512
Acer,192465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,174996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Dell,160965.0,AMD,Yes,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
Lenovo,98665.0,AMD,No,8,3,LED,AMD,1024,AMD A-Series,Small,Mid-end,2.5,0
HP,103239.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
HP,109515.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Acer,209965.0,Intel,Yes,8,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
Acer,86135.0,Intel,Yes,4,4,LED,Intel,1024,Intel Pentium,Small,Entry-level,2.5,0
Acer,160996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Apple,367465.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Dell,153965.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,256
Lenovo,66115.0,AMD,No,4,4,LED,AMD,1024,AMD Other,Small,Entry-level,2.0,0
ASUS,136465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,157465.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,256
MSI,185465.0,Intel,No,8,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
HP,174996.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,4.0,512
HP,288715.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Low-end,2.0,512
Dell,223965.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
MSI,262465.0,Intel,No,16,4,LED,NVIDIA,1024,Intel I7,Large,Mid-end,2.5,256
Lenovo,159390.0,Intel,No,4,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Dell,103750.5,Intel,Yes,4,4,LED,Intel,0,Intel Pentium,Small,Entry-level,2.5,256
Dell,157115.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
HP,78715.0,Intel,No,4,4,LED,Intel,1024,Intel Pentium,Small,Entry-level,2.5,0
ASUS,69965.0,Intel,No,4,LP3,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.0,0
Dell,95389.0,AMD,Yes,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
HP,202965.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,128
Other,150465.0,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.0,256
Dell,162060.5,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
ASUS,160965.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,256
ASUS,227465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
ASUS,174996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,3.0,0
Lenovo,138246.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
Apple,389165.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Lenovo,166225.5,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,0
HP,111058.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
Lenovo,111965.0,Intel,Yes,4,4,LED,NVIDIA,1024,Intel I3,Small,Low-end,2.0,0
HP,144868.5,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,512
Other,139965.0,Intel,No,16,LP5,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Dell,213496.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.0,256
Dell,255465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.5,512
ASUS,328965.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
Acer,307965.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
Apple,447965.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Lenovo,125965.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
ASUS,152274.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,314965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,128
Lenovo,346465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
ASUS,255465.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Other,174965.0,Intel,No,4,4,LED,Intel,0,Intel Other,Small,Entry-level,1.0,128
ASUS,143465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,115465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
ASUS,127750.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
Dell,300125.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,512
ASUS,706069.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I7,Small,Low-end,2.5,0
HP,164465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
ASUS,276465.0,AMD,No,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,2.0,256
Acer,154588.0,Intel,Yes,4,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
HP,205905.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
HP,136496.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
MSI,251965.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,171573.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
Acer,202996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Dell,123315.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
MSI,174930.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Mid-end,3.0,512
HP,126189.0,Intel,No,4,4,LED,NVIDIA,1024,Intel I3,Small,Low-end,2.0,0
Acer,68215.0,AMD,Yes,4,4,LED,AMD,1024,AMD Other,Small,Entry-level,2.0,0
Apple,558215.0,Intel,Yes,16,LP4,LED,Intel,0,Intel I5,Small,Low-end,2.0,512
ASUS,157465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,128
Dell,276500.0,Intel,Yes,8,4,LED,AMD,0,Intel I7,Small,Low-end,2.0,256
Other,108465.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,3.0,512
MSI,262465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
HP,286650.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
HP,108325.0,AMD,No,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.0,0
Acer,265300.0,AMD,Yes,16,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,512
Acer,150150.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Acer,252084.0,AMD,No,16,4,LCD,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,512
HP,300100.5,Intel,No,4,4,LED,Intel,0,Intel Pentium,Small,Entry-level,1.0,128
Acer,202965.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,2.0,256
Acer,252084.0,AMD,No,16,4,LCD,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.5,512
Acer,199115.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Acer,274750.0,AMD,No,8,3,LCD,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,512
ASUS,314965.0,Intel,Yes,16,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,230615.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,223489.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
HP,104965.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
HP,220465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
ASUS,209996.5,Intel,No,8,4,LED,Intel,0,Intel I7,Small,Low-end,3.0,512
Lenovo,244965.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,256
ASUS,276465.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Large,Mid-end,2.5,1024
MSI,325465.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,3.0,512
ASUS,314965.0,Intel,No,16,LP4,LED,Intel,0,Intel I7,Small,Low-end,3.0,512
HP,111380.5,Intel,No,4,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Lenovo,77525.0,Intel,No,4,3,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.5,0
ASUS,206465.0,Intel,No,8,LP4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,171465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
ASUS,108230.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Other,129465.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,1024
ASUS,174996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Other,279996.5,Intel,No,4,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,128
Lenovo,184870.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,256
Lenovo,146965.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
HP,87195.5,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
HP,115465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
Acer,146650.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Lenovo,163779.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
Lenovo,122465.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
ASUS,171465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Dell,251965.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,224700.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Lenovo,206465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,139996.5,AMD,No,4,4,LED,AMD,1024,AMD Athlon,Small,Low-end,2.5,0
Lenovo,69965.0,Intel,No,4,4,LED,Intel,1024,Intel Celeron,Small,Entry-level,2.0,0
Lenovo,97965.0,AMD,No,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
ASUS,246750.0,Intel,No,8,4,LED,Intel,0,Intel I7,Small,Low-end,3.0,512
Lenovo,139965.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Dell,108465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
ASUS,157465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
HP,286965.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
HP,227465.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,222743.5,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
ASUS,329871.5,Intel,Yes,8,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
HP,157150.0,Intel,Yes,4,4,LED,AMD,1024,Intel I5,Small,Mid-end,2.5,0
HP,83965.0,AMD,No,4,3,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.0,0
Other,227465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,1.0,256
Dell,187215.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,228242.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Entry-level,2.5,0
Acer,126514.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
ASUS,129465.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
ASUS,112689.5,AMD,No,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
HP,187215.0,Intel,No,4,LP3,LED,Intel,0,Intel I3,Small,Entry-level,2.5,128
ASUS,164496.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,512
Dell,222565.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,4.0,256
HP,88889.5,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
Apple,339640.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Low-end,1.5,128
Lenovo,286965.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Lenovo,303415.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Lenovo,97965.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
MSI,125965.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,256
HP,223163.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.0,256
Acer,279965.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I5,Large,Mid-end,2.5,256
Acer,307996.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,3.0,128
Lenovo,181965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,1.0,512
MSI,192465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
ASUS,173848.5,Intel,No,16,4,LCD,Intel,1024,Intel I5,Large,Low-end,2.5,256
Acer,62965.0,AMD,No,4,3,LED,Intel,1024,AMD Other,Small,Entry-level,2.0,0
Other,136465.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Entry-level,2.0,1024
MSI,355778.5,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,High-end,3.0,1024
Dell,363279.0,Intel,Yes,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Lenovo,192479.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,151308.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,512
ASUS,97996.5,Intel,No,4,4,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.0,0
Apple,392140.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Low-end,2.5,256
Lenovo,199465.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,1.5,512
Lenovo,355215.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,3.0,512
Dell,209265.0,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.5,512
HP,222229.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,256
Lenovo,231000.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,112700.0,AMD,Yes,4,4,LED,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
HP,150115.0,Intel,Yes,4,4,LED,AMD,1024,Intel I5,Small,Low-end,1.5,0
Dell,124250.0,Intel,Yes,4,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,1.0,256
Lenovo,131215.0,Intel,Yes,8,4,LCD,Intel,1024,Intel I3,Small,Entry-level,3.0,256
HP,85172.5,AMD,Yes,4,3,LED,AMD,1024,AMD Other,Small,Entry-level,1.5,0
Other,515900.0,Intel,No,16,3,LED,Intel,0,Intel I7,Small,Low-end,2.5,512
HP,97965.0,AMD,No,8,4,LCD,AMD,1024,AMD Ryzen 3,Small,Entry-level,3.5,0
Lenovo,74165.0,AMD,No,4,4,LED,AMD,1024,AMD Other,Small,Entry-level,2.0,0
Other,185465.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
ASUS,73465.0,Intel,Yes,4,4,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.0,0
Lenovo,87465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
ASUS,101465.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
ASUS,297465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.5,512
Dell,173215.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,256
Dell,237965.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,256
HP,95182.5,AMD,No,4,4,LED,AMD,1024,AMD Athlon,Small,Low-end,2.5,0
Dell,103565.0,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
HP,251965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
Dell,151011.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,256
HP,99715.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
ASUS,83965.0,Intel,No,4,4,LED,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
Lenovo,157465.0,Intel,Yes,4,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
HP,258965.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
Acer,171146.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Dell,223965.0,Intel,Yes,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,183508.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Lenovo,115244.5,Intel,Yes,4,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Apple,755965.0,Intel,No,16,4,LED,AMD,0,Intel I9,Large,Entry-level,2.5,1024
ASUS,223965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
Other,149765.0,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.0,128
Lenovo,255465.0,AMD,No,16,4,LED,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
ASUS,184765.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Lenovo,176424.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,256
Lenovo,242560.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,256
HP,381465.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,128
MSI,234465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
HP,83832.0,Intel,No,4,3,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.5,0
ASUS,314132.0,AMD,No,16,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,512
HP,287934.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
Lenovo,199465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
ASUS,122465.0,AMD,No,4,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,256
ASUS,174965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,128
Lenovo,108465.0,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Entry-level,2.5,0
HP,409293.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,128
Dell,174965.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
ASUS,195965.0,Intel,No,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,5.0,256
ASUS,563167.5,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Entry-level,2.0,512
Lenovo,139965.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
ASUS,238000.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Low-end,2.5,0
ASUS,147315.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Acer,279965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
HP,188226.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Lenovo,146965.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Lenovo,173848.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,160965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
ASUS,69965.0,Intel,No,4,4,LED,Intel,500,Intel Celeron,Small,Entry-level,1.0,0
ASUS,142250.5,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
ASUS,201596.5,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
ASUS,97965.0,AMD,Yes,8,4,LED,AMD,0,AMD A-Series,Small,Entry-level,2.5,512
Lenovo,227496.5,Intel,Yes,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,3.0,512
Lenovo,258965.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
HP,241465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
ASUS,136395.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
HP,241465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
ASUS,234465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Low-end,2.0,0
