Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE,Processer_speed,Display_type,GPU_Brand,SSD(GB),HDD(GB),Processor_Series,Processor_Tier,Display_Category,GPU_Tier
ASUS,769965.0,Intel,Yes,32,DDR5,2.3,LCD,NVIDIA,1024,0,Intel Core Ultra 9,High-End,Large,High-end
ASUS,500465.0,AMD,Yes,16,DDR5,4.0,LCD,NVIDIA,1024,0,AMD Ryzen 9,High-End,Medium,High-end
ASUS,314965.0,AMD,No,16,DDR5,3.3,LED,AMD,1024,0,AMD Ryzen 5,Mid-End,Small,Low-end
Lenovo,206465.0,Intel,Yes,16,DDR5,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
Lenovo,440615.0,Intel,Yes,16,DDR5,2.6,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,321996.5,Intel,No,16,DDR4,4.0,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Lenovo,169680.0,AMD,Yes,16,DDR4,2.0,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Lenovo,437115.0,Intel,No,16,DDR5,3.4,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Lenovo,118965.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,377965.0,Intel,Yes,32,DDR5,3.4,LED,Intel,1024,0,Intel Core Ultra 9,High-End,Small,Low-end
MSI,559965.0,Intel,No,16,DDR5,5.5,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Lenovo,1303715.0,Intel,Yes,32,DDR5,2.2,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
MSI,664965.0,Intel,No,32,DDR5,5.5,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Lenovo,209965.0,Intel,Yes,16,DDR4,1.7,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Lenovo,251965.0,AMD,No,16,DDR5,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
ASUS,265965.0,Intel,No,16,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Dell,745465.0,Intel,Yes,32,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core Ultra 9,High-End,Large,High-end
Lenovo,260715.0,AMD,Yes,16,DDR4,2.0,LED,AMD,1024,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
ASUS,839965.0,Intel,Yes,32,DDR5,2.3,LED,Intel,1024,0,Intel Core Ultra 9,High-End,Small,Low-end
ASUS,185115.0,Intel,Yes,8,DDR4,2.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,138250.0,Intel,No,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,277350.5,Intel,Yes,16,DDR5,3.4,LED,Intel,1024,0,Intel Core Ultra 5,Mid-End,Small,Low-end
Dell,671965.0,Intel,Yes,16,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core Ultra 9,High-End,Large,High-end
Acer,297465.0,Intel,No,16,DDR5,1.2,LED,Intel,512,0,Intel Core Ultra 5,Mid-End,Small,Low-end
Acer,465496.5,Intel,Yes,16,DDR5,1.5,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Lenovo,152215.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,276465.0,Intel,Yes,16,DDR5,2.4,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,339465.0,Intel,No,16,DDR4,4.8,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
MSI,349965.0,AMD,Yes,16,DDR5,3.1,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,High-end
MSI,272965.0,AMD,Yes,16,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,High-end
MSI,209965.0,AMD,Yes,16,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
MSI,251965.0,AMD,Yes,16,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,194215.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,542465.0,Intel,No,16,DDR5,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
MSI,307965.0,AMD,Yes,16,DDR5,3.1,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,High-end
MSI,272965.0,Intel,Yes,16,DDR5,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,97965.0,Intel,No,8,DDR4,2.0,LCD,Intel,512,0,Intel Pentium,Low-End,Medium,Entry-level
Lenovo,612465.0,Intel,No,16,DDR5,4.0,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
Acer,552996.5,Intel,Yes,16,DDR5,1.5,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Lenovo,594923.0,Intel,Yes,16,DDR5,2.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
HP,129465.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,694715.0,Intel,No,32,DDR5,4.0,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
Acer,629996.5,Intel,Yes,16,DDR5,1.6,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
Acer,157496.5,AMD,Yes,16,DDR4,1.8,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Other,197715.0,Intel,Yes,8,DDR4,2.1,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
ASUS,629965.0,Intel,No,16,DDR5,1.2,LED,Intel,1024,0,Intel Core Ultra 5,Mid-End,Small,Low-end
Other,206465.0,Intel,Yes,16,DDR4,2.1,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
Other,197715.0,Intel,Yes,16,DDR4,2.1,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,127746.5,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,507465.0,Intel,No,16,DDR5,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Acer,332465.0,Intel,Yes,16,DDR5,1.4,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Low-end
Lenovo,370296.5,Intel,No,32,DDR5,3.4,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Low-end
ASUS,279965.0,Intel,No,16,DDR4,1.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,535465.0,Intel,Yes,16,DDR5,1.7,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Entry-level
MSI,664965.0,Intel,Yes,32,DDR5,4.8,LED,NVIDIA,1024,0,Intel Core Ultra 9,High-End,Large,High-end
Lenovo,587965.0,Intel,No,16,DDR5,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
Other,190715.0,Intel,Yes,8,DDR4,2.1,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,384965.0,Intel,No,16,DDR5,2.2,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Lenovo,440996.5,Intel,Yes,16,DDR5,2.2,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Small,High-end
HP,145250.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
MSI,419965.0,Intel,No,16,DDR5,4.8,LCD,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Large,Entry-level
Acer,111996.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
HP,274715.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Lenovo,248465.0,Intel,No,16,DDR5,3.1,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,329665.0,AMD,No,16,DDR5,2.7,LED,AMD,1024,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
MSI,262500.0,Intel,Yes,16,DDR4,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
ASUS,598465.0,Intel,Yes,32,DDR5,1.7,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Entry-level
Lenovo,223965.0,Intel,No,16,DDR5,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,605465.0,Intel,Yes,32,DDR5,1.7,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Entry-level
HP,237996.5,AMD,Yes,16,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
ASUS,556465.0,Intel,Yes,16,DDR5,1.7,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Small,Entry-level
Samsung,381465.0,Intel,No,16,DDR5,1.4,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,251296.5,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Samsung,461965.0,Intel,No,16,DDR5,4.2,LED,Intel,512,0,Intel Core Ultra 5,Mid-End,Small,Low-end
Lenovo,178465.0,AMD,No,16,DDR4,1.8,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Lenovo,90996.5,Intel,Yes,8,DDR4,1.1,LCD,Intel,512,0,Intel Celeron,Low-End,Medium,Entry-level
Samsung,384965.0,Intel,Yes,16,DDR5,4.2,LED,Intel,512,0,Intel Core Ultra 5,Mid-End,Large,Low-end
HP,197620.5,AMD,Yes,16,DDR4,4.7,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Dell,227496.5,Intel,No,8,DDR5,1.6,LCD,Intel,1024,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,346500.0,Intel,Yes,8,DDR4,1.4,LED,Intel,1024,0,Intel Core I5,Mid-End,Small,Entry-level
HP,685965.0,Intel,No,32,DDR5,4.8,LED,Intel,1024,0,Intel Core Ultra 7,Upper Mid-End,Large,Low-end
ASUS,269496.5,Intel,No,16,DDR4,2.3,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Small,Mid-end
ASUS,241150.0,Intel,No,16,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Dell,124215.0,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,664965.0,Intel,Yes,16,DDR5,1.4,LCD,NVIDIA,1024,0,Intel Core Ultra 7,Upper Mid-End,Large,High-end
ASUS,279300.0,Intel,Yes,16,DDR4,2.0,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,High-end
HP,227465.0,AMD,No,8,DDR4,2.3,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Dell,360115.0,Intel,No,16,DDR5,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,206150.0,AMD,No,8,DDR5,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,411596.5,AMD,No,16,DDR5,4.8,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Large,High-end
MSI,332465.0,AMD,Yes,16,DDR5,3.1,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,High-end
Lenovo,171465.0,Intel,Yes,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,181125.0,AMD,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Dell,281365.0,Intel,Yes,8,DDR5,3.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,342300.0,Intel,No,16,DDR5,4.8,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,339150.0,Intel,Yes,16,DDR5,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,262500.0,Intel,Yes,16,DDR4,2.0,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,High-end
HP,439950.0,Intel,Yes,16,DDR5,4.2,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
ASUS,150465.0,AMD,No,16,DDR5,2.8,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Lenovo,119350.0,AMD,No,8,DDR5,2.4,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Entry-level
MSI,279965.0,Intel,Yes,16,DDR5,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Mid-end
Lenovo,311465.0,AMD,Yes,16,DDR5,3.1,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Large,Mid-end
ASUS,167296.5,Intel,Yes,8,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,341246.5,Intel,Yes,8,DDR4,4.7,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Acer,199465.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
MSI,524965.0,Intel,Yes,16,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
ASUS,269150.0,Intel,Yes,16,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,242165.0,AMD,No,16,DDR4,2.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
HP,97965.0,Intel,Yes,8,DDR4,2.8,LCD,Intel,512,0,Intel Celeron,Low-End,Small,Entry-level
HP,192496.5,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
MSI,769965.0,Intel,Yes,32,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
HP,174996.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,154665.0,Intel,No,8,DDR5,3.3,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,297465.0,Intel,Yes,16,DDR4,2.6,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,High-end
HP,391965.0,AMD,No,16,DDR5,4.8,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Large,High-end
Lenovo,216965.0,Intel,No,16,DDR5,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
Acer,207900.0,Intel,No,16,DDR5,4.7,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,598500.0,Intel,No,16,DDR5,4.0,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
HP,153615.0,AMD,Yes,8,DDR5,4.0,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
ASUS,230965.0,AMD,No,16,DDR4,3.3,LCD,NVIDIA,1024,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,241465.0,Intel,No,16,DDR5,3.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,290465.0,Intel,No,16,DDR4,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,Mid-end
Other,279965.0,Intel,No,8,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,High-end
Lenovo,156800.0,AMD,No,8,DDR5,2.8,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
Dell,134715.0,Intel,No,8,DDR4,0.8,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Other,230965.0,Intel,No,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,High-end
Lenovo,197361.5,AMD,Yes,16,DDR5,2.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Lenovo,279965.0,AMD,No,16,DDR4,3.1,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Lenovo,206465.0,Intel,Yes,8,DDR4,1.2,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,430465.0,Intel,No,16,DDR5,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
ASUS,227465.0,Intel,No,16,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,441189.0,Intel,Yes,16,DDR4,2.3,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Large,High-end
ASUS,594965.0,Intel,Yes,16,DDR4,2.6,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
HP,138246.5,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Dell,150500.0,Intel,No,8,DDR5,0.8,LCD,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Other,346496.5,Intel,Yes,16,DDR5,3.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
MSI,262465.0,Intel,No,8,DDR5,1.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,272965.0,Intel,No,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Mid-end
HP,272860.0,Intel,Yes,16,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,165515.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
HP,136150.0,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
MSI,255465.0,Intel,No,8,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,248465.0,Intel,No,16,DDR4,4.7,LED,Intel,1024,0,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,976465.0,Intel,No,32,DDR5,2.6,LED,NVIDIA,1024,0,Intel Core I9,High-End,Medium,High-end
MSI,419965.0,Intel,No,16,DDR5,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,515196.5,Intel,No,16,DDR4,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Large,Entry-level
ASUS,376250.0,AMD,Yes,16,DDR5,4.7,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
ASUS,384965.0,Intel,No,16,DDR5,4.8,LED,Intel,1024,0,Intel Core I9,High-End,Medium,Entry-level
MSI,500465.0,Intel,No,16,DDR5,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,465465.0,Intel,No,16,DDR4,4.7,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,626850.0,Intel,No,32,DDR4,4.8,LED,Intel,1024,0,Intel Core I7,Upper Mid-End,Large,Low-end
Acer,313274.5,Intel,Yes,16,DDR4,2.9,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,Mid-end
ASUS,150465.0,Intel,Yes,8,DDR4,1.7,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,395465.0,Intel,Yes,16,DDR5,1.9,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,349965.0,AMD,No,16,DDR4,2.0,LED,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
HP,220146.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,216650.0,AMD,No,8,DDR4,2.1,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Dell,210245.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,265965.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Dell,180246.5,AMD,Yes,8,DDR4,2.3,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Dell,220815.0,Intel,Yes,16,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,1763615.0,Intel,Yes,32,DDR5,2.3,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,High-end
Dell,163975.0,Intel,Yes,8,DDR4,0.8,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Dell,284550.0,Intel,No,16,DDR4,1.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,157465.0,Intel,Yes,8,DDR4,3.0,LED,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,227465.0,AMD,No,8,DDR4,4.2,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,306946.5,Intel,No,16,DDR4,2.8,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Small,Low-end
Lenovo,300996.5,AMD,No,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
Lenovo,580965.0,Intel,Yes,16,DDR5,2.1,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Acer,437496.5,AMD,Yes,16,DDR5,2.7,LED,AMD,1024,0,AMD Ryzen 7,Upper Mid-End,Large,Low-end
Dell,194355.0,AMD,Yes,16,DDR4,2.3,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,293965.0,Intel,Yes,16,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Dell,129496.5,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Large,Entry-level
Lenovo,699996.5,Intel,Yes,16,DDR4,2.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
ASUS,125996.5,Intel,Yes,8,DDR4,2.1,LCD,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
HP,720650.0,Intel,Yes,16,DDR5,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
HP,80465.0,AMD,No,4,DDR4,2.3,LCD,AMD,0,1024,Athlon,Low-End,Small,Low-end
MSI,367465.0,Intel,Yes,8,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Dell,182875.0,Intel,No,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
MSI,607659.5,Intel,No,16,DDR4,4.8,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,Mid-end
HP,775246.5,Intel,No,32,DDR4,2.5,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Medium,Mid-end
MSI,580965.0,Intel,Yes,16,DDR4,1.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,Mid-end
ASUS,699965.0,Intel,No,32,DDR4,2.3,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,High-end
ASUS,472465.0,AMD,Yes,16,DDR5,4.8,LCD,NVIDIA,1024,0,AMD Ryzen 9,High-End,Medium,High-end
ASUS,682500.0,Intel,No,32,DDR4,2.3,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
Lenovo,175000.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,867650.0,Intel,Yes,32,DDR4,2.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
Acer,241146.5,Intel,No,16,DDR4,2.5,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
Lenovo,155746.5,Intel,Yes,4,DDR4,3.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,111996.5,Intel,Yes,4,DDR4,1.7,LCD,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,384965.0,Intel,No,16,DDR4,2.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
MSI,608965.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
HP,248496.5,AMD,No,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
Acer,279996.5,Intel,Yes,8,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,874965.0,Intel,Yes,32,DDR5,3.4,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,454965.0,Intel,No,16,DDR4,2.1,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Acer,115465.0,AMD,No,4,DDR4,3.4,LCD,AMD,128,0,AMD Ryzen 3,Low-End,Medium,Entry-level
Dell,204746.5,AMD,Yes,16,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Large,Low-end
Other,464065.0,Intel,No,16,DDR4,1.8,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Acer,154721.0,Intel,Yes,8,DDR3,4.2,LCD,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
ASUS,532003.5,AMD,No,16,DDR4,3.3,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
HP,143146.5,Intel,No,8,DDR4,3.4,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,182875.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,235896.5,AMD,Yes,8,DDR4,4.0,LED,NVIDIA,0,1024,AMD Ryzen 5,Mid-End,Medium,Mid-end
Dell,132965.0,AMD,No,8,DDR4,2.6,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
Acer,325465.0,AMD,Yes,16,DDR4,4.2,LCD,NVIDIA,256,1024,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Lenovo,117250.0,Intel,No,4,DDR4,3.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,864465.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,122465.0,Intel,No,4,DDR4,3.0,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,115465.0,Intel,No,4,DDR4,3.0,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
ASUS,276465.0,AMD,Yes,8,DDR4,2.9,LED,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
