Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE,Processer_speed,Display_type,GPU_Brand,SSD(GB),HDD(GB),Processor_Series,Processor_Tier,Display_Category,GPU_Tier
ASUS,314965.0,AMD,No,8,DDR4,2.8,LED,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Small,Mid-end
Lenovo,308000.0,AMD,No,8,DDR4,2.3,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Low-end
ASUS,255465.0,AMD,No,8,DDR4,2.9,LED,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Small,Mid-end
Dell,325496.5,Intel,Yes,8,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,122496.5,Intel,No,4,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,543938.5,Intel,No,16,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,234465.0,AMD,No,8,DDR4,2.1,LED,AMD,1024,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Lenovo,122465.0,Intel,No,8,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,524965.0,AMD,Yes,32,DDR4,3.1,LED,NVIDIA,1024,0,AMD Ryzen 9,High-End,Small,Mid-end
HP,212800.0,Intel,No,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Large,Mid-end
ASUS,206465.0,Intel,No,16,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,419965.0,Intel,No,16,DDR5,3.4,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
MSI,262496.5,Intel,Yes,8,DDR4,2.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
HP,374500.0,AMD,Yes,8,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
ASUS,850465.0,Intel,No,16,DDR5,2.6,LED,NVIDIA,1024,0,Intel Core I5,Mid-End,Medium,High-end
Lenovo,139965.0,Intel,No,4,DDR4,1.0,LED,Intel,256,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,269150.0,Intel,No,16,DDR4,4.2,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,608597.5,AMD,No,16,DDR5,4.8,LCD,AMD,1024,0,AMD Ryzen 9,High-End,Small,Low-end
Other,241465.0,Intel,Yes,16,DDR5,3.4,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
MSI,290465.0,Intel,No,16,DDR4,3.3,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,High-end
Lenovo,159215.0,Intel,Yes,8,DDR4,2.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
MSI,262115.0,Intel,No,16,DDR4,1.8,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Small,Low-end
HP,383215.0,Intel,Yes,16,DDR5,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Dell,454965.0,Intel,No,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,206465.0,Intel,No,16,DDR4,1.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,156096.5,Intel,Yes,8,DDR4,4.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,365396.5,Intel,No,16,DDR4,4.7,LCD,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
ASUS,323750.0,AMD,Yes,16,DDR4,3.1,LED,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Dell,266000.0,AMD,Yes,16,DDR4,2.0,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Large,Low-end
Dell,572915.0,Intel,No,16,DDR5,1.2,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,813015.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,822465.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,539000.0,Intel,No,16,DDR4,2.6,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,466651.5,Intel,No,16,DDR5,4.8,LCD,Intel,1024,0,Intel Core I7,Upper Mid-End,Small,Entry-level
ASUS,378000.0,AMD,Yes,16,DDR5,3.3,LCD,NVIDIA,1024,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Dell,241465.0,Intel,Yes,8,DDR4,3.3,LCD,Intel,512,0,Intel Core I5,Mid-End,Large,Entry-level
Lenovo,122465.0,Intel,No,8,DDR4,3.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,139965.0,Intel,No,4,DDR4,2.5,LED,Intel,0,1024,Intel Core I5,Mid-End,Small,Entry-level
Dell,328965.0,Intel,No,16,DDR3,1.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Other,332661.0,Intel,Yes,8,DDR5,4.2,LCD,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,276465.0,Intel,No,8,DDR4,1.8,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Low-end
ASUS,188965.0,AMD,Yes,16,DDR4,4.2,LCD,AMD,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Low-end
Other,472465.0,Intel,No,8,DDR5,4.7,LCD,Intel,256,0,Intel Core I7,Upper Mid-End,Medium,Entry-level
Dell,139965.0,Intel,Yes,8,DDR4,4.0,LED,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,220465.0,AMD,Yes,16,DDR4,4.0,LCD,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,298585.0,AMD,Yes,8,DDR5,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Large,Mid-end
Lenovo,664650.0,Intel,Yes,32,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,132965.0,Intel,No,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Dell,1159865.0,Intel,No,32,DDR5,4.8,LCD,NVIDIA,1024,0,Intel Core I9,High-End,Large,Mid-end
Other,258996.5,Intel,No,8,DDR4,2.4,LCD,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,531965.0,AMD,No,16,DDR5,4.7,LCD,AMD,1024,0,AMD Ryzen 7,Upper Mid-End,Small,Low-end
Lenovo,77990.5,AMD,Yes,4,DDR4,2.3,LCD,AMD,0,1024,Athlon,Low-End,Small,Low-end
ASUS,107765.0,Intel,Yes,4,DDR4,1.1,LCD,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Other,283496.5,Intel,No,8,DDR4,2.4,LCD,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Other,788679.5,Intel,Yes,16,DDR4,2.3,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
Lenovo,122465.0,Intel,Yes,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,101398.5,Intel,No,4,DDR4,1.2,LED,Intel,512,0,Intel Core I3,Low-End,Medium,Entry-level
Dell,258615.0,AMD,Yes,8,DDR4,3.3,LCD,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Apple,374465.0,Intel,No,8,DDR3,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,230965.0,Intel,Yes,8,DDR4,1.8,LED,NVIDIA,512,0,Intel Core I7,Upper Mid-End,Medium,Low-end
ASUS,181615.0,AMD,No,16,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Low-end
Lenovo,73465.0,AMD,No,4,DDR4,2.5,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,206465.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
Apple,314965.0,Intel,No,8,DDR3,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Apple,248500.0,Intel,No,8,DDR3,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,311465.0,Intel,No,8,DDR4,2.2,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Apple,381465.0,Intel,No,8,DDR3,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
HP,157748.5,Intel,No,8,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,157465.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
MSI,164465.0,Intel,No,8,DDR4,1.7,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,262465.0,Intel,No,8,DDR4,1.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,152215.0,Intel,No,8,DDR4,3.0,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,123165.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
MSI,248465.0,Intel,No,16,DDR4,2.7,LCD,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Dell,101465.0,Intel,Yes,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,169715.0,Intel,Yes,8,DDR4,4.0,LCD,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
HP,361357.5,Intel,No,8,DDR4,2.8,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Dell,301000.0,Intel,No,8,DDR4,2.8,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,322224.0,Intel,No,8,DDR3,1.6,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Low-end
Acer,349965.0,Intel,Yes,16,DDR4,2.8,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Acer,262465.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Acer,132996.5,AMD,Yes,8,DDR4,3.4,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
ASUS,281697.5,Intel,Yes,8,DDR4,3.4,LCD,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,227115.0,AMD,No,16,DDR4,4.2,LCD,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
HP,384965.0,Intel,No,16,DDR4,2.6,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Large,Mid-end
Acer,85715.0,Intel,Yes,4,DDR3,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,185465.0,Intel,Yes,8,DDR4,2.3,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,77000.0,AMD,No,4,DDR4,2.0,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,269465.0,Intel,Yes,16,DDR5,2.6,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,160965.0,Intel,No,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
ASUS,227465.0,AMD,Yes,8,DDR4,3.0,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Large,Mid-end
Lenovo,160646.5,Intel,No,4,DDR4,1.6,LED,NVIDIA,256,0,Intel Core I5,Mid-End,Medium,Low-end
ASUS,209615.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
HP,185465.0,Intel,No,8,DDR4,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,220465.0,Intel,No,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,192500.0,Intel,Yes,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
HP,80465.0,Intel,No,4,DDR3,1.6,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
ASUS,136465.0,AMD,Yes,8,DDR4,2.1,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
Dell,153646.5,Intel,Yes,4,DDR4,1.2,LED,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,330715.0,Intel,No,8,DDR3,1.8,LED,NVIDIA,256,0,Intel Core I7,Upper Mid-End,Small,Low-end
ASUS,262465.0,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,274323.0,Intel,No,8,DDR3,1.8,LED,Intel,256,0,Intel Core I7,Upper Mid-End,Small,Entry-level
Acer,191523.5,Intel,No,8,DDR4,4.2,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Dell,402465.0,Intel,Yes,16,DDR4,2.8,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,249112.5,Intel,Yes,8,DDR4,2.5,LED,Intel,0,1024,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,241808.0,Intel,No,8,DDR4,2.5,LED,AMD,0,1024,Intel Core I5,Mid-End,Small,Low-end
ASUS,377965.0,Intel,Yes,8,DDR4,2.8,LED,NVIDIA,0,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,217406.0,Intel,No,8,DDR4,2.5,LED,Intel,128,1024,Intel Core I5,Mid-End,Small,Entry-level
HP,146965.0,Intel,No,8,DDR4,1.7,LCD,Intel,256,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,99183.0,Intel,Yes,4,DDR4,2.0,LED,AMD,0,1024,Intel Core I3,Low-End,Medium,Entry-level
HP,100625.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,244996.5,Intel,No,8,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,391615.0,Intel,Yes,8,DDR4,1.8,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Low-end
HP,81354.0,Intel,Yes,4,DDR3,1.6,LED,Intel,0,1024,Intel Celeron,Low-End,Medium,Entry-level
HP,216965.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Small,Low-end
HP,202965.0,Intel,No,8,DDR4,1.6,LED,AMD,256,1024,Intel Core I5,Mid-End,Small,Entry-level
Dell,339465.0,Intel,No,16,DDR4,1.8,LED,Intel,512,0,Intel Core I7,Upper Mid-End,Small,Entry-level
HP,279965.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Low-end
ASUS,314965.0,Intel,No,16,DDR4,2.3,LED,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Large,Mid-end
HP,135033.5,Intel,No,4,DDR4,2.4,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,185465.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,367465.0,AMD,No,16,DDR4,3.0,LED,NVIDIA,512,0,AMD Ryzen 5,Mid-End,Medium,Mid-end
Lenovo,105794.5,AMD,Yes,8,DDR4,3.0,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,High-end
Apple,314965.0,Intel,No,8,DDR3,1.1,LED,Intel,256,0,Intel Other,Low-End,Small,Entry-level
ASUS,145565.0,Intel,Yes,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
Other,146996.5,Intel,No,8,DDR3,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,107800.0,Intel,No,4,DDR4,2.1,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
ASUS,407750.0,Intel,Yes,16,DDR4,4.8,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,High-end
HP,96215.0,AMD,No,4,DDR4,2.5,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
HP,300965.0,AMD,No,8,DDR4,2.9,LED,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
ASUS,122465.0,Intel,Yes,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
MSI,402465.0,Intel,Yes,16,DDR4,4.7,LCD,NVIDIA,1024,0,Intel Core I7,Upper Mid-End,Medium,Mid-end
Lenovo,140665.0,Intel,No,4,DDR3,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Acer,94465.0,AMD,Yes,4,DDR4,2.3,LED,AMD,0,1024,Athlon,Low-End,Medium,Low-end
ASUS,137347.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Low-end
HP,104965.0,Intel,No,8,DDR4,2.0,LED,AMD,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,183365.0,Intel,No,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,174965.0,Intel,No,8,DDR4,1.0,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,101465.0,Intel,No,4,DDR4,2.7,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Other,133098.0,Intel,No,8,DDR3,1.2,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Other,131565.0,Intel,No,8,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
Acer,202965.0,AMD,Yes,8,DDR4,2.3,LED,NVIDIA,512,0,AMD Ryzen 7,Upper Mid-End,Medium,Mid-end
Acer,73465.0,Intel,Yes,4,DDR4,1.1,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Acer,268194.5,Intel,Yes,16,DDR4,2.6,LED,NVIDIA,256,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
ASUS,106715.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Apple,283150.0,Intel,No,8,DDR3,1.6,LED,Intel,128,0,Intel Core I5,Mid-End,Small,Entry-level
Lenovo,132965.0,Intel,No,8,DDR4,2.0,LED,NVIDIA,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Other,86247.0,Intel,No,8,DDR4,1.6,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Small,Low-end
HP,160965.0,Intel,No,8,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,106715.0,AMD,Yes,4,DDR4,2.6,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
HP,118965.0,Intel,No,8,DDR4,2.3,LED,Intel,256,0,Intel Core I3,Low-End,Small,Entry-level
Dell,99431.5,Intel,Yes,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
Lenovo,108430.0,Intel,Yes,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,122006.5,Intel,No,8,DDR4,1.6,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Low-end
HP,71438.5,Intel,No,4,DDR3,1.6,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
ASUS,80465.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Other,157496.5,Intel,No,8,DDR4,1.6,LED,Intel,256,0,Intel Core I5,Mid-End,Small,Entry-level
Acer,81431.0,Intel,Yes,4,DDR4,2.3,LED,Intel,0,500,Intel Pentium,Low-End,Medium,Entry-level
ASUS,83044.5,Intel,No,4,DDR4,1.2,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,108465.0,Intel,Yes,8,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,77892.5,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,87465.0,AMD,No,4,DDR4,2.4,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
HP,125615.0,Intel,No,8,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,104965.0,Intel,Yes,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,150496.5,Intel,No,8,DDR3,2.5,LED,AMD,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Acer,279965.0,Intel,Yes,8,DDR4,2.2,LED,NVIDIA,128,1024,Intel Core I7,Upper Mid-End,Medium,Mid-end
HP,67588.5,AMD,No,4,DDR4,2.6,LED,AMD,256,0,AMD A-Series,Low-End,Small,Entry-level
Acer,209615.0,Intel,Yes,8,DDR4,2.5,LED,NVIDIA,128,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,172714.5,Intel,No,8,DDR4,2.1,LED,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
HP,108465.0,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD Ryzen 3,Low-End,Medium,Entry-level
MSI,174965.0,Intel,No,8,DDR4,2.5,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,70808.5,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
Dell,200259.5,Intel,Yes,8,DDR4,1.0,LED,Intel,256,1024,Intel Core I5,Mid-End,Small,Entry-level
ASUS,118965.0,AMD,No,8,DDR5,2.4,LCD,AMD,512,0,AMD Ryzen 3,Low-End,Medium,Low-end
Dell,177012.5,Intel,No,8,DDR4,1.6,LED,AMD,0,1024,Intel Core I5,Mid-End,Small,Entry-level
HP,87465.0,Intel,No,4,DDR4,1.1,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Acer,188965.0,AMD,Yes,8,DDR4,2.0,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Low-end
Lenovo,85298.5,AMD,No,8,DDR4,2.0,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Entry-level
HP,170425.5,Intel,No,8,DDR4,1.6,LED,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
HP,75915.0,AMD,Yes,4,DDR4,3.0,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
Acer,167615.0,AMD,Yes,8,DDR4,2.1,LED,AMD,0,1024,AMD Ryzen 5,Mid-End,Medium,Low-end
HP,108465.0,AMD,No,8,DDR4,2.3,LCD,AMD,512,0,Athlon,Low-End,Medium,Low-end
ASUS,111965.0,Intel,No,8,DDR4,3.0,LCD,Intel,512,0,Intel Core I3,Low-End,Small,Entry-level
Lenovo,62965.0,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,52465.0,Intel,No,4,DDR4,1.1,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Lenovo,80468.5,Intel,Yes,4,DDR4,1.2,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Acer,90965.0,Intel,Yes,4,DDR3,1.1,LED,Intel,0,500,Intel Pentium,Low-End,Medium,Entry-level
Lenovo,118464.5,Intel,No,8,DDR4,1.0,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Dell,73465.0,Intel,Yes,4,DDR3,1.6,LED,Intel,0,500,Intel Pentium,Low-End,Medium,Entry-level
HP,99144.5,AMD,No,8,DDR4,2.7,LED,AMD,512,0,AMD Ryzen 3,Low-End,Small,Low-end
Lenovo,76965.0,AMD,No,4,DDR4,2.6,LED,AMD,0,1024,AMD A-Series,Low-End,Medium,Entry-level
ASUS,202506.5,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,220150.0,Intel,No,16,DDR4,2.4,LED,Intel,512,0,Intel Core I5,Mid-End,Medium,Entry-level
Lenovo,139965.0,AMD,No,8,DDR4,2.1,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Medium,Entry-level
HP,164188.5,Intel,No,8,DDR4,1.6,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
HP,103712.0,Intel,No,4,DDR4,2.4,LED,Intel,0,1024,Intel Pentium,Low-End,Medium,Entry-level
Dell,109126.5,Intel,No,8,DDR4,1.7,LED,Intel,0,1024,Intel Core I3,Low-End,Small,Entry-level
Lenovo,144868.5,Intel,No,8,DDR4,1.1,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Acer,101496.5,Intel,Yes,4,DDR3,1.6,LED,Intel,0,500,Intel Pentium,Low-End,Small,Entry-level
Acer,209965.0,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,256,1024,Intel Core I5,Mid-End,Medium,Mid-end
ASUS,206465.0,Intel,Yes,8,DDR4,2.5,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,206465.0,Intel,No,8,DDR4,2.5,LCD,Intel,512,0,Intel Core I5,Mid-End,Small,Entry-level
ASUS,146965.0,Intel,No,8,DDR4,3.0,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Dell,108493.0,Intel,No,4,DDR4,2.3,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
ASUS,144868.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,512,0,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,117250.0,Intel,Yes,4,DDR4,2.1,LED,Intel,256,0,Intel Core I3,Low-End,Medium,Entry-level
Dell,94465.0,Intel,No,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Dell,104811.0,Intel,Yes,4,DDR4,2.0,LED,Intel,0,1024,Intel Core I3,Low-End,Medium,Entry-level
Lenovo,137140.5,Intel,No,8,DDR4,2.4,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,185465.0,Intel,No,8,DDR4,2.4,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
Lenovo,139394.5,Intel,No,8,DDR4,1.0,LED,Intel,256,1024,Intel Core I5,Mid-End,Small,Entry-level
HP,80146.5,Intel,No,8,DDR4,3.4,LED,Intel,256,0,Intel Pentium,Low-End,Small,Entry-level
HP,108804.5,Intel,No,4,DDR4,2.5,LED,Intel,0,1024,Intel Core I5,Mid-End,Medium,Entry-level
Acer,94496.5,Intel,Yes,4,DDR3,2.3,LED,Intel,0,500,Intel Core I3,Low-End,Medium,Entry-level
ASUS,102364.5,AMD,No,8,DDR4,2.3,LED,AMD,512,0,AMD Ryzen 5,Mid-End,Small,Entry-level
ASUS,185465.0,Intel,Yes,8,DDR4,2.4,LED,NVIDIA,0,1024,Intel Core I5,Mid-End,Medium,Mid-end
HP,66465.0,AMD,Yes,4,DDR3,1.8,LED,AMD,0,500,AMD Other,Low-End,Medium,Entry-level
