Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,Operating_System,Processor_Tier,Processor_Speed(Ghz),Display_Tier,GPU_Tier,SSD(GB),HDD(GB)
0,664965.0,2,1,16,6,0,3,4,2.0,1.5,2,4,1024,0
0,279300.0,2,1,16,3,0,3,4,1.0,2.0,2,3,512,0
4,227465.0,0,0,8,3,0,0,4,1.0,2.5,1,1,512,0
3,360115.0,2,0,16,5,0,3,4,2.0,4.5,1,3,1024,0
4,206150.0,0,0,8,5,0,0,4,1.0,4.0,1,1,512,0
4,411596.5,0,0,16,5,0,3,4,2.0,5.0,2,3,1024,0
6,332465.0,0,1,16,5,0,3,4,2.0,3.0,1,3,1024,0
5,171465.0,2,1,16,3,0,2,4,1.0,2.5,1,2,512,0
4,181125.0,0,1,8,3,0,3,4,1.0,3.5,1,3,512,0
3,281365.0,2,1,8,6,0,2,4,1.0,3.5,1,2,512,0
4,342300.0,2,0,16,6,1,2,4,2.0,5.0,1,2,1024,0
4,339150.0,2,1,16,5,0,2,3,1.0,4.0,1,2,512,0
0,262500.0,2,1,16,3,0,3,4,1.0,2.0,2,3,512,0
4,439950.0,2,1,16,5,0,2,3,2.0,4.0,1,1,1024,0
0,150465.0,0,0,16,6,0,0,4,1.0,3.0,1,1,512,0
5,119350.0,0,0,8,6,0,0,4,0.0,2.5,1,2,512,0
6,279965.0,2,1,16,6,0,3,4,1.0,3.5,1,3,512,0
5,311465.0,0,1,16,6,0,3,4,2.0,3.0,2,3,512,0
0,167296.5,2,1,8,3,0,2,4,1.0,1.5,1,2,512,0
4,341246.5,2,1,8,3,0,2,4,2.0,4.5,1,2,512,0
1,199465.0,2,1,16,3,0,3,4,1.0,4.5,1,3,512,0
6,524965.0,2,1,16,6,0,3,4,2.0,5.0,2,3,1024,0
0,269150.0,2,1,16,3,0,2,4,1.0,1.5,1,1,512,0
5,242165.0,0,0,16,4,0,0,4,1.0,2.0,1,1,512,0
4,97965.0,2,1,8,3,0,2,4,0.0,3.0,1,1,512,0
4,192496.5,2,0,8,3,0,2,4,1.0,4.0,1,2,512,0
3,300965.0,2,1,16,3,0,2,4,2.0,3.0,1,1,512,0
4,174996.5,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
5,154665.0,2,0,8,6,0,2,4,0.0,3.5,1,1,512,0
0,297465.0,2,1,16,3,0,3,4,1.0,2.5,2,3,512,0
4,391965.0,0,0,16,5,0,3,4,2.0,5.0,2,3,512,0
5,216965.0,2,0,16,6,0,2,4,1.0,3.5,2,1,512,0
1,207900.0,2,0,16,6,0,2,4,1.0,4.5,1,2,512,0
5,150465.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
5,598500.0,2,0,16,5,0,3,4,3.0,4.0,2,3,1024,0
4,153615.0,0,1,8,6,0,0,4,0.0,4.0,1,1,512,0
0,230965.0,0,0,16,3,0,3,4,1.0,3.5,1,3,1024,0
5,241465.0,2,0,16,6,0,2,4,1.0,3.5,1,1,512,0
0,290465.0,2,0,16,3,0,3,4,2.0,3.5,2,3,1024,0
7,279965.0,2,0,8,3,0,3,4,1.0,2.5,1,3,512,0
5,156800.0,0,0,8,6,0,0,4,1.0,3.0,1,2,512,0
3,134715.0,2,0,8,3,0,2,4,0.0,1.0,1,1,512,0
7,230965.0,2,0,8,3,0,3,4,1.0,3.5,1,3,512,0
5,197361.5,0,1,16,5,0,0,4,1.0,2.0,1,1,512,0
5,279965.0,0,0,16,3,0,3,4,2.0,3.0,1,3,512,0
5,206465.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
4,430465.0,2,0,16,5,0,3,4,2.0,3.5,2,3,1024,0
0,227465.0,2,0,16,3,0,3,4,1.0,3.5,2,3,512,0
0,441189.0,2,1,16,3,0,3,4,2.0,2.5,2,3,512,0
0,594965.0,2,1,16,3,0,3,4,3.0,2.5,2,3,1024,0
4,138246.5,2,0,8,3,0,2,4,0.0,4.0,1,2,512,0
3,150500.0,2,0,8,6,0,2,4,0.0,1.0,1,1,256,0
7,346496.5,2,1,16,6,0,2,4,1.0,3.5,1,2,512,0
6,262465.0,2,0,8,6,0,2,4,1.0,1.0,1,2,512,0
0,272965.0,2,0,16,3,0,3,4,1.0,4.5,1,3,512,0
1,117946.5,2,0,8,6,0,2,4,0.0,2.0,1,1,256,0
4,272860.0,2,1,16,3,0,2,4,1.0,4.0,1,2,512,0
4,165515.0,0,1,8,3,0,0,4,2.0,4.0,1,1,512,0
4,136150.0,2,1,8,3,0,2,4,0.0,4.0,1,1,512,0
6,255465.0,2,0,8,3,0,3,4,1.0,3.5,1,3,512,0
0,248465.0,2,0,16,3,1,2,4,1.0,4.5,1,2,1024,0
0,976465.0,2,0,32,6,1,3,4,3.0,2.5,1,3,1024,0
6,419965.0,2,0,16,6,0,2,4,2.0,5.0,1,2,1024,0
4,515196.5,2,0,16,3,0,2,4,2.0,5.0,2,1,1024,0
0,376250.0,0,1,16,5,0,3,4,2.0,4.5,1,3,1024,0
0,384965.0,2,0,16,6,1,2,4,3.0,5.0,1,2,1024,0
6,500465.0,2,0,16,6,0,2,4,2.0,5.0,1,2,1024,0
4,465465.0,2,0,16,3,0,2,4,2.0,4.5,1,2,512,0
4,626850.0,2,0,32,3,1,2,4,2.0,5.0,2,3,1024,0
1,313274.5,2,1,16,4,0,3,4,2.0,3.0,2,3,1024,0
0,150465.0,2,1,8,3,0,2,4,0.0,1.5,1,1,512,0
8,986965.0,2,0,32,5,1,3,4,3.0,3.5,2,4,1024,0
0,395465.0,2,1,16,6,1,2,4,1.0,2.0,1,2,512,0
0,349965.0,0,0,16,4,1,0,4,2.0,2.0,1,1,512,0
4,220146.5,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
5,216650.0,0,0,8,3,0,0,4,1.0,2.0,1,1,512,0
3,210245.0,2,1,8,3,0,2,4,1.0,3.5,1,1,512,0
4,265965.0,0,1,8,3,0,0,4,1.0,4.0,1,1,512,0
3,180246.5,0,1,8,3,0,0,4,1.0,2.5,1,1,512,0
3,220815.0,2,1,16,3,0,2,4,1.0,3.5,1,1,512,0
5,1763615.0,2,1,32,5,0,3,4,3.0,2.5,2,4,1024,0
3,163975.0,2,1,8,3,0,2,4,0.0,1.0,1,1,512,0
3,284550.0,2,0,16,3,0,2,4,1.0,1.0,1,2,512,0
0,157465.0,2,1,8,3,1,2,4,0.0,3.0,1,1,256,1024
0,227465.0,0,0,8,3,0,3,4,1.0,4.0,1,3,512,0
5,306946.5,2,0,16,3,0,3,4,2.0,3.0,1,2,512,0
5,300996.5,0,0,8,3,0,0,4,2.0,4.0,1,1,512,0
5,580965.0,2,1,16,6,0,2,4,2.0,2.0,1,2,512,0
1,437496.5,0,1,16,6,1,0,4,2.0,2.5,2,1,1024,0
3,194355.0,0,1,16,3,0,0,4,1.0,2.5,1,1,512,0
4,293965.0,2,1,16,3,0,2,3,1.0,2.5,1,2,512,0
3,129496.5,2,0,8,3,0,2,4,0.0,4.0,2,1,512,0
5,699996.5,2,1,16,4,0,2,4,2.0,3.0,1,2,1024,0
0,125996.5,2,1,8,3,0,2,4,0.0,2.0,1,1,0,1024
4,720650.0,2,1,16,5,0,3,4,2.0,4.5,2,4,1024,0
4,80465.0,0,0,4,3,0,0,3,0.0,2.5,1,1,0,1024
6,367465.0,2,1,8,3,0,3,4,2.0,4.5,1,3,512,0
3,182875.0,2,0,8,3,0,2,4,0.0,4.0,1,1,512,0
6,607659.5,2,0,16,4,0,3,3,2.0,5.0,2,3,1024,0
4,775246.5,2,0,32,3,0,3,3,3.0,2.5,1,1,1024,0
6,580965.0,2,1,16,3,0,3,3,2.0,1.5,2,3,1024,0
0,699965.0,2,0,32,3,0,3,3,2.0,2.5,2,4,1024,0
0,472465.0,0,1,16,5,0,3,4,3.0,5.0,1,4,1024,0
3,194176.5,0,0,8,3,0,0,4,1.0,3.0,1,1,512,0
0,682500.0,2,0,32,3,0,3,3,2.0,2.5,1,4,1024,0
5,175000.0,2,1,8,3,0,2,1,0.0,3.0,1,1,512,0
4,867650.0,2,1,32,3,0,3,3,2.0,2.5,1,4,1024,0
1,241146.5,2,0,16,4,0,3,4,1.0,2.5,2,3,512,0
5,155746.5,2,1,4,3,0,2,1,0.0,3.0,1,1,256,0
0,111996.5,2,1,4,3,0,2,1,0.0,1.5,1,1,256,0
5,384965.0,2,0,16,3,0,2,3,2.0,3.0,1,2,1024,0
6,608965.0,2,1,16,3,0,3,4,2.0,4.5,1,4,1024,0
4,248496.5,0,0,8,3,0,0,4,1.0,4.0,1,1,512,0
1,279996.5,2,1,8,3,0,3,4,1.0,4.5,1,3,512,0
3,874965.0,2,1,32,5,0,3,4,2.0,3.5,1,3,1024,0
0,454965.0,2,0,16,3,0,3,4,2.0,2.0,1,3,1024,0
1,115465.0,0,0,4,3,0,0,4,0.0,3.5,1,2,128,0
3,204746.5,0,1,16,3,0,0,4,1.0,4.0,2,1,512,0
7,464065.0,2,0,16,3,0,2,3,2.0,2.0,1,1,512,0
1,154721.0,2,1,8,1,0,2,4,1.0,4.0,1,2,0,1024
0,532003.5,0,0,16,3,0,3,4,2.0,3.5,1,3,1024,0
6,488946.5,2,0,16,3,0,3,4,2.0,3.0,2,3,1024,0
0,213465.0,2,0,8,3,0,3,3,1.0,2.0,1,3,1024,0
4,143146.5,2,0,8,3,0,2,3,0.0,3.5,1,1,512,0
4,182875.0,2,0,8,3,1,2,3,1.0,2.5,1,2,512,0
5,235896.5,0,1,8,3,1,3,3,1.0,4.0,1,3,0,1024
3,132965.0,0,0,8,3,1,0,3,0.0,2.5,1,2,0,1024
1,325465.0,0,1,16,3,0,3,3,2.0,4.0,1,3,256,1024
5,117250.0,2,0,4,3,1,2,1,0.0,3.0,1,1,0,1024
3,864465.0,2,1,16,3,0,3,4,2.0,4.5,1,3,1024,0
5,122465.0,2,0,4,3,1,2,3,0.0,3.0,1,1,256,0
5,304496.5,2,0,16,3,1,3,3,2.0,3.0,1,4,512,0
0,276465.0,0,1,8,3,1,3,3,2.0,3.0,1,3,512,0
0,314965.0,0,0,8,3,1,3,3,2.0,3.0,1,3,1024,0
5,308000.0,0,0,8,3,1,0,3,1.0,2.5,1,1,512,0
0,255465.0,0,0,8,4,1,3,3,2.0,3.0,1,3,1024,0
3,325496.5,2,1,8,3,1,2,3,1.0,1.5,1,1,512,0
5,122496.5,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
5,543938.5,2,0,16,3,1,2,3,1.0,1.5,1,1,512,0
0,234465.0,0,0,8,3,1,0,3,1.0,2.0,1,1,1024,0
5,122465.0,2,0,8,3,1,2,3,0.0,2.0,1,1,256,0
0,524965.0,0,1,32,4,1,3,3,3.0,3.0,1,3,1024,0
4,212800.0,2,0,16,3,0,3,4,1.0,4.0,2,3,512,0
0,206465.0,2,0,16,3,0,2,4,1.0,1.5,1,2,512,0
5,419965.0,2,0,16,6,0,2,4,2.0,3.5,1,2,1024,0
6,262496.5,2,1,8,3,0,3,3,1.0,2.5,1,3,512,0
4,374500.0,0,1,8,3,0,0,3,1.0,4.0,1,1,512,0
0,850465.0,2,0,16,6,1,3,4,1.0,2.5,1,3,1024,0
5,139965.0,2,0,4,3,1,2,1,1.0,1.0,1,1,256,0
4,269150.0,2,0,16,3,0,3,4,1.0,4.0,1,3,512,0
0,608597.5,0,0,16,5,0,0,4,3.0,5.0,1,4,1024,0
7,241465.0,2,1,16,6,0,2,4,2.0,3.5,1,2,512,0
6,290465.0,2,0,16,3,0,3,4,2.0,3.5,1,3,512,0
5,159215.0,2,1,8,3,0,2,1,1.0,2.5,1,2,512,0
6,262115.0,2,0,16,3,1,3,3,2.0,2.0,1,2,512,0
5,122493.0,2,0,4,3,0,2,1,0.0,2.0,1,1,512,0
4,383215.0,2,1,16,6,0,2,4,2.0,5.0,1,2,1024,0
3,454965.0,2,0,16,3,0,3,3,2.0,4.5,1,3,512,0
4,156096.5,2,1,8,3,0,2,4,1.0,4.0,1,2,512,0
4,365396.5,2,0,16,3,0,2,4,2.0,4.5,1,2,512,0
0,323750.0,0,1,16,3,1,3,4,2.0,3.0,1,3,1024,0
3,266000.0,0,1,16,3,0,0,4,2.0,2.0,2,1,512,0
3,572915.0,2,0,16,6,0,2,4,1.0,1.0,1,2,512,0
3,813015.0,2,1,16,3,0,3,4,2.0,4.5,1,3,512,0
0,822465.0,2,1,16,3,0,3,4,2.0,4.5,1,3,1024,0
5,539000.0,2,0,16,3,1,3,3,2.0,2.5,1,1,1024,0
5,466651.5,2,0,16,6,0,2,4,2.0,5.0,1,2,1024,0
0,378000.0,0,1,16,5,0,3,4,2.0,3.5,1,3,1024,0
3,241465.0,2,1,8,3,0,2,4,1.0,3.5,2,1,512,0
5,122465.0,2,0,8,3,0,2,4,0.0,3.0,1,1,256,0
5,139965.0,2,0,4,3,1,2,1,1.0,2.5,1,1,0,1024
3,328965.0,2,0,16,2,1,2,3,2.0,2.0,1,1,512,0
7,332661.0,2,1,8,6,0,2,4,1.0,4.0,1,1,256,0
0,276465.0,2,0,8,3,1,3,3,2.0,2.0,1,2,256,1024
0,188965.0,0,1,16,3,0,0,4,2.0,4.0,1,1,512,0
7,472465.0,2,0,8,6,0,2,4,2.0,4.5,1,2,256,0
3,139965.0,2,1,8,3,1,2,4,0.0,4.0,1,1,256,1024
0,220465.0,0,1,16,3,0,0,4,1.0,4.0,1,1,512,0
4,298585.0,0,1,8,5,0,3,4,1.0,3.5,2,3,512,0
5,664650.0,2,1,32,5,0,3,4,2.0,5.0,1,4,1024,0
5,132965.0,2,0,8,3,0,2,4,0.0,3.0,1,1,512,0
3,1159865.0,2,0,32,5,0,3,4,3.0,5.0,2,3,1024,0
7,258996.5,2,0,8,4,0,2,4,1.0,2.5,1,2,128,0
0,531965.0,0,0,16,5,0,0,4,2.0,4.5,1,4,1024,0
5,77990.5,0,1,4,3,0,0,3,0.0,2.5,1,1,0,1024
0,107765.0,2,1,4,3,0,2,4,0.0,1.0,1,1,0,1024
7,283496.5,2,0,8,4,0,2,4,1.0,2.5,1,2,256,0
7,788679.5,2,1,16,3,0,3,4,2.0,2.5,1,4,1024,0
5,122465.0,2,1,8,3,0,2,1,0.0,3.0,1,1,512,0
4,101398.5,2,0,4,3,1,2,3,0.0,1.0,1,1,512,0
3,258615.0,0,1,8,3,0,3,4,1.0,3.5,1,3,512,0
2,374465.0,2,0,8,2,1,2,6,1.0,1.5,1,1,128,0
0,230965.0,2,1,8,3,1,3,3,2.0,2.0,1,2,512,0
0,181615.0,0,0,16,3,1,0,4,1.0,2.0,1,1,512,0
5,73465.0,0,0,4,3,1,0,1,0.0,2.5,1,1,0,1024
0,206465.0,2,1,8,3,1,3,3,1.0,1.5,1,2,256,1024
2,314965.0,2,0,8,2,1,2,6,1.0,1.5,1,1,128,0
2,248500.0,2,0,8,2,1,2,6,1.0,1.5,1,1,128,0
3,311465.0,2,0,8,3,1,3,3,2.0,2.0,1,3,128,1024
2,381465.0,2,0,8,2,1,2,6,1.0,1.5,1,1,128,0
4,374465.0,0,1,16,3,1,3,3,2.0,3.5,1,3,1024,0
4,157748.5,2,0,8,3,1,2,3,1.0,1.5,1,1,512,0
5,157465.0,2,0,8,3,1,3,1,1.0,1.5,1,2,0,1024
6,164465.0,2,0,8,3,1,2,3,0.0,1.5,1,1,512,0
3,272475.0,2,1,8,3,1,3,3,2.0,3.0,1,2,512,0
4,262465.0,2,0,8,3,1,2,3,2.0,2.0,1,1,512,0
4,152215.0,2,0,8,3,1,2,4,0.0,3.0,1,1,512,0
4,123165.0,2,0,4,3,1,2,1,0.0,2.5,1,1,0,1024
6,248465.0,2,0,16,3,0,3,4,1.0,2.5,1,3,512,0
3,101465.0,2,1,4,3,1,2,3,0.0,2.0,1,1,0,1024
4,169715.0,2,1,8,3,0,2,4,0.0,4.0,1,1,256,0
4,361357.5,2,0,8,3,1,3,3,2.0,3.0,1,3,128,1024
3,301000.0,2,0,8,3,1,3,3,2.0,3.0,1,3,0,1024
0,322224.0,2,0,8,2,1,3,3,1.0,1.5,1,2,512,0
1,349965.0,2,1,16,3,1,3,3,2.0,3.0,1,3,1024,0
1,262465.0,2,1,8,3,1,3,3,1.0,2.5,1,3,512,0
1,132996.5,0,1,8,3,1,0,3,1.0,3.5,1,2,512,0
0,281697.5,2,1,8,3,0,2,3,1.0,3.5,1,1,512,0
4,227115.0,0,0,16,3,0,3,4,2.0,4.0,1,3,512,0
4,384965.0,2,0,16,3,1,3,3,2.0,2.5,2,3,256,1024
1,85715.0,2,1,4,1,1,2,3,0.0,2.0,1,1,0,1024
5,185465.0,2,1,8,3,1,3,3,1.0,2.5,1,3,0,1024
5,77000.0,0,0,4,3,1,0,1,0.0,2.0,1,1,0,1024
0,269465.0,2,1,16,6,1,2,4,1.0,2.5,1,2,512,0
4,160965.0,2,0,4,3,1,2,3,0.0,2.0,1,1,256,0
0,227465.0,0,1,8,3,1,3,3,1.0,3.0,2,3,512,0
5,160646.5,2,0,4,3,1,3,3,1.0,1.5,1,2,256,0
5,118979.0,2,1,8,3,0,2,4,0.0,2.0,1,1,0,1024
0,209615.0,0,0,8,3,1,0,3,1.0,2.0,1,2,512,0
4,185465.0,2,0,8,3,1,2,3,1.0,1.5,1,1,128,0
5,220465.0,2,0,8,3,1,3,3,1.0,2.5,1,3,256,1024
5,192500.0,2,1,8,3,1,2,3,1.0,1.0,1,1,512,0
4,80465.0,2,0,4,1,1,2,3,0.0,1.5,1,1,0,1024
0,136465.0,0,1,8,3,1,0,3,1.0,2.0,1,2,0,1024
3,153646.5,2,1,4,3,1,2,3,0.0,1.0,1,1,256,1024
4,330715.0,2,0,8,2,1,3,3,2.0,2.0,1,2,256,0
0,262465.0,2,0,8,4,1,2,3,1.0,2.5,1,2,512,0
4,274323.0,2,0,8,2,1,2,3,2.0,2.0,1,1,256,0
1,191523.5,2,0,8,3,1,2,3,1.0,4.0,1,2,512,0
3,402465.0,2,1,16,3,1,3,3,2.0,3.0,1,3,256,1024
5,249112.5,2,1,8,3,1,2,3,1.0,2.5,1,1,0,1024
5,241808.0,2,0,8,3,1,0,3,1.0,2.5,1,1,0,1024
0,377965.0,2,1,8,3,1,3,3,2.0,3.0,1,3,0,1024
5,217406.0,2,0,8,3,1,2,3,1.0,2.5,1,1,128,1024
4,146965.0,2,0,8,3,0,2,4,0.0,1.5,1,1,256,1024
4,99183.0,2,1,4,3,1,0,3,0.0,2.0,1,2,0,1024
4,100625.0,2,0,4,3,1,2,1,0.0,2.5,1,1,0,1024
0,244996.5,2,0,8,3,1,2,3,1.0,2.5,1,2,512,0
5,391615.0,2,1,8,3,1,3,3,2.0,2.0,1,2,256,1024
4,81354.0,2,1,4,1,1,2,1,0.0,1.5,1,1,0,1024
4,216965.0,2,0,8,3,1,3,3,1.0,1.5,1,2,256,1024
4,202965.0,2,0,8,3,1,0,3,1.0,1.5,1,2,256,1024
3,339465.0,2,0,16,3,1,2,3,2.0,2.0,1,1,512,0
4,279965.0,2,0,8,3,1,3,3,1.0,1.5,1,2,512,0
0,314965.0,2,0,16,3,1,3,3,2.0,2.5,2,3,1024,0
4,135033.5,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
0,185465.0,2,1,8,3,1,3,3,1.0,1.5,1,3,0,1024
4,367465.0,0,0,16,3,1,3,3,1.0,3.0,1,3,512,0
5,105794.5,0,1,8,3,1,0,1,0.0,3.0,1,1,0,1024
2,314965.0,2,0,8,2,1,2,6,0.0,1.0,1,1,256,0
0,145565.0,2,1,8,3,1,3,3,1.0,1.5,1,2,0,1024
7,146996.5,2,0,8,1,1,2,3,1.0,1.5,1,1,512,0
5,107800.0,2,0,4,3,1,2,3,0.0,2.0,1,1,0,1024
0,407750.0,2,1,16,3,0,3,4,2.0,5.0,1,3,1024,0
4,96215.0,0,0,4,3,1,0,3,0.0,2.5,1,2,0,1024
4,300965.0,0,0,8,3,1,3,3,2.0,3.0,1,3,512,0
0,122465.0,2,1,4,3,1,2,3,0.0,2.0,1,1,256,0
6,402465.0,2,1,16,3,0,3,4,2.0,4.5,1,3,1024,0
5,140665.0,2,0,4,1,1,2,3,0.0,2.0,1,1,0,1024
4,276496.5,0,0,16,3,1,3,3,2.0,3.5,1,3,512,0
1,94465.0,0,1,4,3,1,0,3,0.0,2.5,1,1,0,1024
0,137347.0,2,0,8,3,1,3,3,1.0,1.5,1,2,256,1024
4,104965.0,2,0,8,3,1,0,1,0.0,2.0,1,2,0,1024
0,183365.0,2,0,8,3,1,2,3,1.0,1.0,1,1,512,0
4,174965.0,2,0,8,3,1,2,3,1.0,1.0,1,1,512,0
5,101465.0,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
7,133098.0,2,0,8,1,1,2,3,1.0,1.0,1,1,256,0
7,131565.0,2,0,8,3,1,2,3,1.0,1.5,1,1,512,0
1,202965.0,0,1,8,3,1,3,3,2.0,2.5,1,3,512,0
1,73465.0,2,1,4,3,1,2,3,0.0,1.0,1,1,0,1024
1,268194.5,2,1,16,3,1,3,3,2.0,2.5,1,3,256,1024
0,106715.0,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
2,283150.0,2,0,8,1,1,2,6,1.0,1.5,1,1,128,0
5,132965.0,2,0,8,3,1,3,3,0.0,2.0,1,2,0,1024
7,86247.0,2,0,8,3,1,3,3,1.0,1.5,1,2,512,0
4,160965.0,2,0,8,3,1,2,3,0.0,1.0,1,1,0,1024
5,106715.0,0,1,4,3,1,0,3,0.0,2.5,1,2,0,1024
4,118965.0,2,0,8,3,1,2,3,0.0,2.5,1,1,256,0
3,99431.5,2,1,4,3,1,2,2,0.0,2.5,1,1,0,1024
5,108430.0,2,1,4,3,1,2,3,0.0,2.5,1,1,0,1024
5,122006.5,2,0,8,3,1,3,3,1.0,1.5,1,2,0,1024
4,71438.5,2,0,4,1,1,2,1,0.0,1.5,1,1,0,1024
0,80465.0,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
7,157496.5,2,0,8,3,1,2,3,1.0,1.5,1,1,256,0
1,81431.0,2,1,4,3,1,2,3,0.0,2.5,1,1,0,500
0,83044.5,2,0,4,3,1,2,3,0.0,1.0,1,1,512,0
5,108465.0,2,1,8,3,1,2,3,0.0,1.0,1,1,0,1024
5,77892.5,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
5,87465.0,0,0,4,3,1,0,3,0.0,2.5,1,1,0,1024
4,125615.0,2,0,8,3,1,2,3,0.0,1.0,1,1,0,1024
3,104965.0,2,1,4,3,1,2,3,0.0,2.0,1,1,0,1024
3,150496.5,2,0,8,1,1,0,2,1.0,2.5,1,3,0,1024
1,279965.0,2,1,8,3,1,3,3,2.0,2.0,1,3,128,1024
4,67588.5,0,0,4,3,1,0,3,0.0,2.5,1,1,256,0
1,209615.0,2,1,8,3,1,3,3,1.0,2.5,1,3,128,1024
4,172714.5,2,0,8,3,1,2,3,0.0,2.0,1,1,512,0
4,108465.0,0,0,4,3,1,0,3,0.0,2.5,1,2,0,1024
6,174965.0,2,0,8,3,1,3,3,1.0,2.5,1,3,256,1024
4,70808.5,0,0,4,3,1,0,3,0.0,2.5,1,1,0,1024
3,200259.5,2,1,8,3,1,2,3,1.0,1.0,1,1,256,1024
0,118965.0,0,0,8,6,0,0,4,0.0,2.5,1,1,512,0
3,177012.5,2,0,8,3,1,0,3,1.0,1.5,1,2,0,1024
4,87465.0,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
1,188965.0,0,1,8,3,1,0,3,1.0,2.0,1,3,0,1024
5,85298.5,0,0,8,3,1,0,1,1.0,2.0,1,2,0,1024
4,170425.5,2,0,8,3,1,2,3,1.0,1.5,1,1,512,0
4,75915.0,0,1,4,3,1,0,3,0.0,3.0,1,2,0,1024
1,167615.0,0,1,8,3,1,0,3,1.0,2.0,1,3,0,1024
4,108465.0,0,0,8,3,0,0,4,0.0,2.5,1,1,512,0
0,111965.0,2,0,8,3,0,2,4,0.0,3.0,1,1,512,0
5,62965.0,0,0,4,3,1,0,1,0.0,2.5,1,1,0,1024
0,52465.0,2,0,4,3,1,2,3,0.0,1.0,1,1,0,1024
5,80468.5,2,1,4,3,1,2,3,0.0,1.0,1,1,0,1024
1,90965.0,2,1,4,1,1,2,3,0.0,1.0,1,1,0,500
5,118464.5,2,0,8,3,1,2,3,1.0,1.0,1,1,0,1024
3,73465.0,2,1,4,1,1,2,2,0.0,1.5,1,1,0,500
4,99144.5,0,0,8,3,1,0,3,0.0,2.5,1,1,512,0
5,76965.0,0,0,4,3,1,0,3,0.0,2.5,1,1,0,1024
0,202506.5,2,1,8,3,1,3,3,1.0,2.5,1,3,512,0
5,220150.0,2,0,16,3,1,2,3,1.0,2.5,1,2,512,0
5,139965.0,0,0,8,3,1,0,3,1.0,2.0,1,2,512,0
4,164188.5,2,0,8,3,1,2,3,1.0,1.5,1,1,0,1024
4,103712.0,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
3,109126.5,2,0,8,3,1,2,3,0.0,1.5,1,1,0,1024
5,144868.5,2,0,8,3,1,2,3,1.0,1.0,1,1,0,1024
1,101496.5,2,1,4,1,1,2,3,0.0,1.5,1,1,0,500
1,209965.0,2,1,8,3,1,3,3,1.0,2.5,1,3,256,1024
0,206465.0,2,1,8,3,0,2,4,1.0,2.5,1,2,512,0
0,206465.0,2,0,8,3,0,2,4,1.0,2.5,1,2,512,0
0,146965.0,2,0,8,3,1,2,3,0.0,3.0,1,1,256,0
3,108493.0,2,0,4,3,1,2,3,0.0,2.5,1,1,0,1024
0,144868.5,2,0,8,3,1,3,3,1.0,2.5,1,3,512,0
5,117250.0,2,1,4,3,1,2,3,0.0,2.0,1,1,256,0
3,94465.0,2,0,4,3,1,2,2,0.0,2.0,1,1,0,1024
3,104811.0,2,1,4,3,1,2,3,0.0,2.0,1,1,0,1024
5,137140.5,2,0,8,3,1,3,3,1.0,2.5,1,3,0,1024
1,279650.0,2,0,16,3,1,3,3,2.0,3.0,1,3,256,1024
5,185465.0,2,0,8,3,1,3,3,1.0,2.5,1,3,0,1024
5,139394.5,2,0,8,3,1,2,3,1.0,1.0,1,1,256,1024
4,80146.5,2,0,8,3,1,2,3,0.0,3.5,1,1,256,0
4,108804.5,2,0,4,3,1,2,3,1.0,2.5,1,1,0,1024
1,94496.5,2,1,4,1,1,2,2,0.0,2.5,1,1,0,500
0,102364.5,0,0,8,3,1,0,3,1.0,2.5,1,1,512,0
0,71746.5,2,1,4,3,0,2,3,0.0,2.0,1,1,0,1024
0,185465.0,2,1,8,3,1,3,3,1.0,2.5,1,3,0,1024
4,66465.0,0,1,4,1,1,0,1,0.0,2.0,1,1,0,500
4,101496.5,0,0,4,3,1,0,3,0.0,2.5,1,2,256,0
5,213115.0,2,0,16,3,1,2,3,1.0,2.5,1,2,512,0
5,151865.0,2,0,8,3,1,2,3,1.0,1.0,1,1,0,1024
4,265965.0,0,1,16,3,1,3,3,2.0,3.0,1,3,256,1024
0,265965.0,2,1,8,3,1,3,3,1.0,2.5,1,3,512,0
4,118965.0,2,0,8,3,1,2,3,0.0,2.5,1,1,0,1024
7,127715.0,2,0,8,4,0,2,4,1.0,1.0,1,1,512,0
3,206048.5,2,0,8,3,1,3,3,1.0,2.5,1,3,128,1024
5,101146.5,2,0,4,3,1,2,3,0.0,1.0,1,1,256,0
6,155365.0,0,0,8,3,1,0,3,1.0,3.0,1,1,512,0
5,124250.0,2,0,8,3,1,2,3,0.0,3.0,1,1,512,0
4,175266.0,2,0,8,3,1,2,3,1.0,1.0,1,1,256,1024
6,188965.0,2,0,8,3,1,3,3,1.0,2.5,1,3,0,1024
5,80115.0,0,1,4,3,1,0,1,0.0,3.0,1,1,0,1024
